Temps,EA04_D,Temps,EA15_D,Temps,EA26_D
7.3E-5,2.88623639382422,7.3E-5,2.15380075760186,7.3E-5,5.03567413287237
7.4E-5,2.83147855568677,7.4E-5,2.1887003146112,7.4E-5,5.02076392434537
7.5E-5,2.78667668811977,7.5E-5,2.22359987162054,7.5E-5,5.01082378532737
7.6E-5,2.74685280583799,7.6E-5,2.27345638163388,7.6E-5,5.01579385483637
7.7E-5,2.70702892355621,7.7E-5,2.31334158964455,7.7E-5,5.01082378532737
7.8E-5,2.66222705598921,7.8E-5,2.34824114665389,7.8E-5,5.01082378532737
7.9E-5,2.63235914427787,7.9E-5,2.3781550526619,7.9E-5,5.00585371581838
8E-5,2.58755727671087,8E-5,2.41804026067257,8E-5,4.99591357680038
8.1E-5,2.54773339442909,8.1E-5,2.45293981768191,8.1E-5,4.99591357680038
8.2E-5,2.50790951214731,8.2E-5,2.49781067669392,8.2E-5,5.00088364630938
8.3E-5,2.4631076445803,8.3E-5,2.53271023370326,8.3E-5,4.99094350729138
8.4E-5,2.42328376229852,8.4E-5,2.56760979071259,8.4E-5,4.99094350729138
8.5E-5,2.39341585058719,8.5E-5,2.60250934772193,8.5E-5,4.98597343778238
8.6E-5,2.30381211545318,8.6E-5,2.68227976374328,8.6E-5,4.98597343778238
8.7E-5,2.31874607130885,8.7E-5,2.66732281073928,8.7E-5,4.98100336827338
8.8E-5,2.23412032146007,8.8E-5,2.79196408577263,8.8E-5,5.03070406336337
8.9E-5,2.2639882331714,8.9E-5,2.73213627375662,8.9E-5,5.00088364630938
9E-5,2.21420838031918,9E-5,2.7720214817673,9E-5,4.98597343778238
9.1E-5,2.19429643917829,9.1E-5,2.79694973677397,9.1E-5,4.98597343778238
9.2E-5,2.15945054218173,9.2E-5,2.82187799178064,9.2E-5,4.97603329876438
9.3E-5,2.12460464518517,9.3E-5,2.85179189778864,9.3E-5,4.97106322925538
9.4E-5,2.08478076290339,9.4E-5,2.88669145479798,9.4E-5,4.97106322925538
9.5E-5,2.04495688062161,9.5E-5,2.92159101180732,9.5E-5,4.96112309023738
9.6E-5,2.01011098362505,9.6E-5,2.93654796481132,9.6E-5,4.94621288171038
9.7E-5,1.98522105719894,9.7E-5,2.961476219818,9.7E-5,4.94124281220138
9.8E-5,1.95535314548761,9.8E-5,2.99637577682734,9.8E-5,4.95118295121938
9.9E-5,1.93046321906149,9.9E-5,3.01631838083267,9.9E-5,4.94621288171038
0.0001,1.89561732206494,0.0001,3.05121793784201,0.0001,4.94124281220138
0.000101,1.86077142506838,0.000101,3.07614619284868,0.000101,4.93627274269238
0.000102,1.84583746921271,0.000102,3.10606009885669,0.000102,4.94124281220138
0.000103,1.81596955750138,0.000103,3.13098835386336,0.000103,4.94124281220138
0.000104,1.78610164579004,0.000104,3.1509309578687,0.000104,4.93627274269238
0.000105,1.75623373407871,0.000105,3.18583051487803,0.000105,4.93130267318338
0.000106,1.73134380765259,0.000106,3.20577311888337,0.000106,4.93130267318338
0.000107,1.6666299989447,0.000107,3.30050048790872,0.000107,4.96112309023738
0.000108,1.67160798422992,0.000108,3.27058658190072,0.000108,4.94124281220138
0.000109,1.66165201365948,0.000109,3.28554353490472,0.000109,4.94124281220138
0.00011,1.64671805780381,0.00011,3.31545744091272,0.00011,4.95615302072838
0.000111,1.6218281313777,0.000111,3.32044309191406,0.000111,4.94124281220138
0.000112,1.58698223438114,0.000112,3.35035699792206,0.000112,4.93130267318338
0.000113,1.57702626381069,0.000113,3.36531395092607,0.000113,4.93130267318338
0.000114,1.55213633738458,0.000114,3.3852565549314,0.000114,4.93130267318338
0.000115,1.52226842567325,0.000115,3.41018480993807,0.000115,4.92136253416538
0.000116,1.49240051396191,0.000116,3.43511306494474,0.000116,4.92633260367438
0.000117,1.46253260225058,0.000117,3.45505566895008,0.000117,4.91639246465638
0.000118,1.43764267582446,0.000118,3.47001262195408,0.000118,4.90645232563838
0.000119,1.4227087199688,0.000119,3.48995522595942,0.000119,4.90645232563838
0.00012,1.40279677882791,0.00012,3.50989782996476,0.00012,4.91142239514738
0.000121,1.37790685240179,0.000121,3.52984043397009,0.000121,4.91142239514738
0.000122,1.34803894069046,0.000122,3.55476868897676,0.000122,4.90148225612938
0.000123,1.34306095540524,0.000123,3.5597543399781,0.000123,4.90148225612938
0.000124,1.33310498483479,0.000124,3.57969694398344,0.000124,4.90645232563838
0.000125,1.29825908783823,0.000125,3.60961084999144,0.000125,4.90148225612938
0.000126,1.28830311726779,0.000126,3.61958215199411,0.000126,4.90148225612938
0.000127,1.25843520555645,0.000127,3.64451040700078,0.000127,4.89651218662038
0.000128,1.23852326441556,0.000128,3.66445301100612,0.000128,4.89154211711138
0.000129,1.21363333798945,0.000129,3.69436691701412,0.000129,4.90645232563838
0.00013,1.21363333798945,0.00013,3.68938126601279,0.00013,4.90148225612938
0.000131,1.22856729384512,0.000131,3.67940996401012,0.000131,4.90148225612938
0.000132,1.17380945570767,0.000132,3.71929517202079,0.000132,4.89154211711138
0.000133,1.158875499852,0.000133,3.71929517202079,0.000133,4.87663190858439
0.000134,1.13398557342589,0.000134,3.75419472903013,0.000134,4.88160197809339
0.000135,1.12402960285544,0.000135,3.76915168203414,0.000135,4.88657204760239
0.000136,1.12900758814067,0.000136,3.75918038003147,0.000136,4.88160197809339
0.000137,1.09913967642933,0.000137,3.79906558804214,0.000137,4.89154211711138
0.000138,1.06429377943277,0.000138,3.82399384304881,0.000138,4.88160197809339
0.000139,1.04935982357711,0.000139,3.83396514505148,0.000139,4.88160197809339
0.00014,1.03940385300666,0.00014,3.84393644705415,0.00014,4.88160197809339
0.000141,1.02446989715099,0.000141,3.85390774905682,0.000141,4.88160197809339
0.000142,1.01451392658055,0.000142,3.86886470206082,0.000142,4.88160197809339
0.000143,0.994601985439658,0.000143,3.88382165506482,0.000143,4.88160197809339
0.000144,0.974690044298768,0.000144,3.89877860806882,0.000144,4.87663190858439
0.000145,0.969712059013545,0.000145,3.90874991007149,0.000145,4.87166183907539
0.000146,0.954778103157878,0.000146,3.9237068630755,0.000146,4.87166183907539
0.000147,0.944822132587433,0.000147,3.93367816507816,0.000147,4.87166183907539
0.000148,0.924910191446543,0.000148,3.9536207690835,0.000148,4.87663190858439
0.000149,0.91993220616132,0.000149,3.9685777220875,0.000149,4.88160197809339
0.00015,0.904998250305653,0.00015,4.00846293009818,0.00015,4.91142239514738
0.000151,0.90002026502043,0.000151,3.98353467509151,0.000151,4.87663190858439
0.000152,0.91993220616132,0.000152,3.96359207108617,0.000152,4.88160197809339
0.000153,0.904998250305653,0.000153,3.97854902409017,0.000153,4.87166183907539
0.000154,0.86019638273865,0.000154,4.01843423210084,0.000154,4.87663190858439
0.000155,0.845262426882982,0.000155,4.02840553410351,0.000155,4.87166183907539
0.000156,0.830328471027315,0.000156,4.03837683610618,0.000156,4.86669176956639
0.000157,0.825350485742092,0.000157,4.04834813810885,0.000157,4.87166183907539
0.000158,0.805438544601202,0.000158,4.06829074211419,0.000158,4.86669176956639
0.000159,0.795482574030757,0.000159,4.07826204411685,0.000159,4.86669176956639
0.00016,0.780548618175089,0.00016,4.09820464812219,0.00016,4.86669176956639
0.000161,0.760636677034199,0.000161,4.09820464812219,0.000161,4.85675163054839
0.000162,0.745702721178532,0.000162,4.10817595012486,0.000162,4.85178156103939
0.000163,0.740724735893309,0.000163,4.10817595012486,0.000163,4.84681149153039
0.000164,0.720812794752419,0.000164,4.1281185541302,0.000164,4.84681149153039
0.000165,0.715834809467196,0.000165,4.13808985613286,0.000165,4.84681149153039
0.000166,0.700900853611529,0.000166,4.1430755071342,0.000166,4.84681149153039
0.000167,0.695922868326306,0.000167,4.15304680913687,0.000167,4.84184142202139
0.000168,0.690944883041084,0.000168,4.16301811113954,0.000168,4.85178156103939
0.000169,0.685966897755861,0.000169,4.1729894131422,0.000169,4.85178156103939
0.00017,0.676010927185416,0.00017,4.18296071514487,0.00017,4.85178156103939
0.000171,0.656098986044526,0.000171,4.19293201714754,0.000171,4.84681149153039
0.000172,0.661076971329749,0.000172,4.19791766814888,0.000172,4.85675163054839
0.000173,0.646143015474081,0.000173,4.20290331915021,0.000173,4.84681149153039
0.000174,0.651121000759304,0.000174,4.18794636614621,0.000174,4.83190128300339
0.000175,0.626231074333191,0.000175,4.22284592315555,0.000175,4.84681149153039
0.000176,0.616275103762746,0.000176,4.23281722515821,0.000176,4.84681149153039
0.000177,0.616275103762746,0.000177,4.24278852716088,0.000177,4.85178156103939
0.000178,0.596363162621856,0.000178,4.26273113116622,0.000178,4.85178156103939
0.000179,0.601341147907078,0.000179,4.25774548016489,0.000179,4.85675163054839
0.00018,0.601341147907078,0.00018,4.26771678216755,0.00018,4.86172170005739
0.000181,0.581429206766188,0.000181,4.27768808417022,0.000181,4.85178156103939
0.000182,0.571473236195743,0.000182,4.29264503717422,0.000182,4.86172170005739
0.000183,0.566495250910521,0.000183,4.28765938617289,0.000183,4.84681149153039
0.000184,0.566495250910521,0.000184,4.28765938617289,0.000184,4.84681149153039
0.000185,0.551561295054853,0.000185,4.29763068817556,0.000185,4.84681149153039
0.000186,0.541605324484408,0.000186,4.31258764117956,0.000186,4.85178156103939
0.000187,0.531649353913963,0.000187,4.31258764117956,0.000187,4.84184142202139
0.000188,0.52667136862874,0.000188,4.3175732921809,0.000188,4.84184142202139
0.000189,0.516715398058295,0.000189,4.32754459418356,0.000189,4.83687135251239
0.00019,0.511737412773073,0.00019,4.33751589618623,0.00019,4.84184142202139
0.000191,0.50675942748785,0.000191,4.34250154718757,0.000191,4.83687135251239
0.000192,0.496803456917405,0.000192,4.35247284919023,0.000192,4.83687135251239
0.000193,0.511737412773073,0.000193,4.32754459418356,0.000193,4.83190128300339
0.000194,0.48684748634696,0.000194,4.3624441511929,0.000194,4.84184142202139
0.000195,0.48684748634696,0.000195,4.33751589618623,0.000195,4.81699107447639
0.000196,0.46693554520607,0.000196,4.37241545319557,0.000196,4.83687135251239
0.000197,0.461957559920847,0.000197,4.38238675519824,0.000197,4.83687135251239
0.000198,0.456979574635625,0.000198,4.38238675519824,0.000198,4.83687135251239
0.000199,0.44702360406518,0.000199,4.40232935920358,0.000199,4.84184142202139
0.0002,0.44702360406518,0.0002,4.39235805720091,0.0002,4.83687135251239
0.000201,0.442045618779957,0.000201,4.40232935920358,0.000201,4.83190128300339
0.000202,0.437067633494735,0.000202,4.40731501020491,0.000202,4.83687135251239
0.000203,0.42711166292429,0.000203,4.41230066120625,0.000203,4.83687135251239
0.000204,0.417155692353845,0.000204,4.42227196320891,0.000204,4.83190128300339
0.000205,0.417155692353845,0.000205,4.42227196320891,0.000205,4.83190128300339
0.000206,0.412177707068622,0.000206,4.42227196320891,0.000206,4.83190128300339
0.000207,0.4071997217834,0.000207,4.42725761421025,0.000207,4.83190128300339
0.000208,0.402221736498177,0.000208,4.43224326521158,0.000208,4.83687135251239
0.000209,0.392265765927732,0.000209,4.43722891621292,0.000209,4.83190128300339
0.00021,0.392265765927732,0.00021,4.44221456721425,0.00021,4.82693121349439
0.000211,0.387287780642509,0.000211,4.44720021821558,0.000211,4.83190128300339
0.000212,0.382309795357287,0.000212,4.45218586921692,0.000212,4.83190128300339
0.000213,0.372353824786842,0.000213,4.46215717121959,0.000213,4.82196114398539
0.000214,0.42711166292429,0.000214,4.38238675519824,0.000214,4.79214072693139
0.000215,0.357419868931174,0.000215,4.46714282222092,0.000215,4.81202100496739
0.000216,0.347463898360729,0.000216,4.46714282222092,0.000216,4.80705093545839
0.000217,0.322573971934617,0.000217,4.48708542622626,0.000217,4.81202100496739
0.000218,0.337507927790284,0.000218,4.48209977522492,0.000218,4.81699107447639
0.000219,0.367375839501619,0.000219,4.45218586921692,0.000219,4.81202100496739
0.00022,0.337507927790284,0.00022,4.48209977522492,0.00022,4.81202100496739
0.000221,0.327551957219839,0.000221,4.49207107722759,0.000221,4.81699107447639
0.000222,0.347463898360729,0.000222,4.47711412422359,0.000222,4.81699107447639
0.000223,0.322573971934617,0.000223,4.49207107722759,0.000223,4.81699107447639
0.000224,0.327551957219839,0.000224,4.50702803023159,0.000224,4.82196114398539
0.000225,0.317595986649394,0.000225,4.51201368123293,0.000225,4.82693121349439
0.000226,0.312618001364172,0.000226,4.51201368123293,0.000226,4.82196114398539
0.000227,0.312618001364172,0.000227,4.51699933223426,0.000227,4.82196114398539
0.000228,0.312618001364172,0.000228,4.51201368123293,0.000228,4.82196114398539
0.000229,0.307640016078949,0.000229,4.5219849832356,0.000229,4.82693121349439
0.00023,0.307640016078949,0.00023,4.52697063423693,0.00023,4.83687135251239
0.000231,0.307640016078949,0.000231,4.5219849832356,0.000231,4.83190128300339
0.000232,0.307640016078949,0.000232,4.52697063423693,0.000232,4.83190128300339
0.000233,0.297684045508504,0.000233,4.53195628523827,0.000233,4.82196114398539
0.000234,0.287728074938059,0.000234,4.5369419362396,0.000234,4.82196114398539
0.000235,0.287728074938059,0.000235,4.54192758724093,0.000235,4.82196114398539
0.000236,0.277772104367614,0.000236,4.53195628523827,0.000236,4.80705093545839
0.000237,0.272794119082391,0.000237,4.55688454024494,0.000237,4.82196114398539
0.000238,0.252882177941501,0.000238,4.57682714425027,0.000238,4.82693121349439
0.000239,0.277772104367614,0.000239,4.5518988892436,0.000239,4.83190128300339
0.00024,0.282750089652836,0.00024,4.55688454024494,0.00024,4.83190128300339
0.000241,0.272794119082391,0.000241,4.55688454024494,0.000241,4.82196114398539
0.000242,0.267816133797169,0.000242,4.56187019124627,0.000242,4.82196114398539
0.000243,0.272794119082391,0.000243,4.55688454024494,0.000243,4.82196114398539
0.000244,0.262838148511946,0.000244,4.56685584224761,0.000244,4.82196114398539
0.000245,0.267816133797169,0.000245,4.56685584224761,0.000245,4.82693121349439
0.000246,0.257860163226724,0.000246,4.57184149324894,0.000246,4.82693121349439
0.000247,0.252882177941501,0.000247,4.58181279525161,0.000247,4.82693121349439
0.000248,0.242926207371056,0.000248,4.58679844625294,0.000248,4.82196114398539
0.000249,0.242926207371056,0.000249,4.58181279525161,0.000249,4.81699107447639
0.00025,0.242926207371056,0.00025,4.57682714425027,0.00025,4.81699107447639
0.000251,0.237948222085834,0.000251,4.58679844625294,0.000251,4.81699107447639
0.000252,0.232970236800611,0.000252,4.59178409725428,0.000252,4.82196114398539
0.000253,0.232970236800611,0.000253,4.58679844625294,0.000253,4.81699107447639
0.000254,0.232970236800611,0.000254,4.59178409725428,0.000254,4.81699107447639
0.000255,0.223014266230166,0.000255,4.59178409725428,0.000255,4.80705093545839
0.000256,0.218036280944943,0.000256,4.59676974825561,0.000256,4.80208086594939
0.000257,0.178212398663163,0.000257,4.63665495626628,0.000257,4.80705093545839
0.000258,0.203102325089276,0.000258,4.61671235226095,0.000258,4.81202100496739
0.000259,0.13341053109616,0.000259,4.70146841928363,0.000259,4.83687135251239
0.00026,0.173234413377941,0.00026,4.65161190927029,0.00026,4.82693121349439
0.000261,0.208080310374498,0.000261,4.60175539925694,0.000261,4.80705093545839
0.000262,0.203102325089276,0.000262,4.61172670125961,0.000262,4.81202100496739
0.000263,0.203102325089276,0.000263,4.61172670125961,0.000263,4.81202100496739
0.000264,0.183190383948386,0.000264,4.62668365426362,0.000264,4.80705093545839
0.000265,0.198124339804053,0.000265,4.62169800326228,0.000265,4.81202100496739
0.000266,0.203102325089276,0.000266,4.61671235226095,0.000266,4.81202100496739
0.000267,0.203102325089276,0.000267,4.62169800326228,0.000267,4.81202100496739
0.000268,0.203102325089276,0.000268,4.62668365426362,0.000268,4.81699107447639
0.000269,0.198124339804053,0.000269,4.63166930526495,0.000269,4.81699107447639
0.00027,0.193146354518831,0.00027,4.62668365426362,0.00027,4.81699107447639
0.000271,0.198124339804053,0.000271,4.62668365426362,0.000271,4.81699107447639
0.000272,0.198124339804053,0.000272,4.62169800326228,0.000272,4.81699107447639
0.000273,0.188168369233608,0.000273,4.63166930526495,0.000273,4.81202100496739
0.000274,0.188168369233608,0.000274,4.63166930526495,0.000274,4.81699107447639
0.000275,0.183190383948386,0.000275,4.63166930526495,0.000275,4.81202100496739
0.000276,0.183190383948386,0.000276,4.63166930526495,0.000276,4.81202100496739
0.000277,0.178212398663163,0.000277,4.64164060726762,0.000277,4.80705093545839
0.000278,0.128432545810938,0.000278,4.7263966742903,0.000278,4.84184142202139
0.000279,0.158300457522273,0.000279,4.66158321127295,0.000279,4.81202100496739
0.00028,0.158300457522273,0.00028,4.65659756027162,0.00028,4.81202100496739
0.000281,0.158300457522273,0.000281,4.67155451327562,0.000281,4.82196114398539
0.000282,0.163278442807496,0.000282,4.64662625826895,0.000282,4.80705093545839
0.000283,0.168256428092718,0.000283,4.64164060726762,0.000283,4.80208086594939
0.000284,0.163278442807496,0.000284,4.64662625826895,0.000284,4.80705093545839
0.000285,0.163278442807496,0.000285,4.64662625826895,0.000285,4.80705093545839
0.000286,0.163278442807496,0.000286,4.64662625826895,0.000286,4.80705093545839
0.000287,0.163278442807496,0.000287,4.65161190927029,0.000287,4.81202100496739
0.000288,0.168256428092718,0.000288,4.65161190927029,0.000288,4.81202100496739
0.000289,0.173234413377941,0.000289,4.66158321127295,0.000289,4.82196114398539
0.00029,0.173234413377941,0.00029,4.65659756027162,0.00029,4.82196114398539
0.000291,0.168256428092718,0.000291,4.66656886227429,0.000291,4.82693121349439
0.000292,0.163278442807496,0.000292,4.66158321127295,0.000292,4.81699107447639
0.000293,0.158300457522273,0.000293,4.66158321127295,0.000293,4.81202100496739
0.000294,0.158300457522273,0.000294,4.66656886227429,0.000294,4.81699107447639
0.000295,0.153322472237051,0.000295,4.66656886227429,0.000295,4.81699107447639
0.000296,0.153322472237051,0.000296,4.66158321127295,0.000296,4.81202100496739
0.000297,0.153322472237051,0.000297,4.66158321127295,0.000297,4.80705093545839
0.000298,0.148344486951828,0.000298,4.66158321127295,0.000298,4.80208086594939
0.000299,0.143366501666605,0.000299,4.66656886227429,0.000299,4.80208086594939
0.0003,0.128432545810938,0.0003,4.69149711728096,0.0003,4.81202100496739
0.000301,0.143366501666605,0.000301,4.67155451327562,0.000301,4.81202100496739
0.000302,0.178212398663163,0.000302,4.65161190927029,0.000302,4.82196114398539
0.000303,0.143366501666605,0.000303,4.66656886227429,0.000303,4.80208086594939
0.000304,0.138388516381383,0.000304,4.67155451327562,0.000304,4.80705093545839
0.000305,0.148344486951828,0.000305,4.67155451327562,0.000305,4.81699107447639
0.000306,0.128432545810938,0.000306,4.68651146627963,0.000306,4.80705093545839
0.000307,0.128432545810938,0.000307,4.67155451327562,0.000307,4.80208086594939
0.000308,0.138388516381383,0.000308,4.67654016427696,0.000308,4.80705093545839
0.000309,0.13341053109616,0.000309,4.67654016427696,0.000309,4.80208086594939
0.00031,0.138388516381383,0.00031,4.67654016427696,0.00031,4.80208086594939
0.000311,0.138388516381383,0.000311,4.68152581527829,0.000311,4.81202100496739
0.000312,0.13341053109616,0.000312,4.69149711728096,0.000312,4.80705093545839
0.000313,0.118476575240493,0.000313,4.69648276828229,0.000313,4.80705093545839
0.000314,0.128432545810938,0.000314,4.69149711728096,0.000314,4.81202100496739
0.000315,0.148344486951828,0.000315,4.66656886227429,0.000315,4.80705093545839
0.000316,0.138388516381383,0.000316,4.67654016427696,0.000316,4.80705093545839
0.000317,0.118476575240493,0.000317,4.69149711728096,0.000317,4.80208086594939
0.000318,0.108520604670048,0.000318,4.7263966742903,0.000318,4.83190128300339
0.000319,0.118476575240493,0.000319,4.69149711728096,0.000319,4.81202100496739
0.00032,0.118476575240493,0.00032,4.68152581527829,0.00032,4.79711079644039
0.000321,0.108520604670048,0.000321,4.72141102328897,0.000321,4.82693121349439
0.000322,0.13341053109616,0.000322,4.68152581527829,0.000322,4.80705093545839
0.000323,0.143366501666605,0.000323,4.67654016427696,0.000323,4.81699107447639
0.000324,0.143366501666605,0.000324,4.67155451327562,0.000324,4.80705093545839
0.000325,0.118476575240493,0.000325,4.69149711728096,0.000325,4.80208086594939
0.000326,0.123454560525715,0.000326,4.68651146627963,0.000326,4.80208086594939
0.000327,0.118476575240493,0.000327,4.69149711728096,0.000327,4.80705093545839
0.000328,0.118476575240493,0.000328,4.69648276828229,0.000328,4.80705093545839
0.000329,0.123454560525715,0.000329,4.69648276828229,0.000329,4.81699107447639
0.00033,0.13341053109616,0.00033,4.69149711728096,0.00033,4.82196114398539
0.000331,0.158300457522273,0.000331,4.68651146627963,0.000331,4.83687135251239
0.000332,0.143366501666605,0.000332,4.69149711728096,0.000332,4.82196114398539
0.000333,0.123454560525715,0.000333,4.69149711728096,0.000333,4.80705093545839
0.000334,0.118476575240493,0.000334,4.70146841928363,0.000334,4.81202100496739
0.000335,0.118476575240493,0.000335,4.70645407028496,0.000335,4.82196114398539
0.000336,0.118476575240493,0.000336,4.69648276828229,0.000336,4.80705093545839
0.000337,0.108520604670048,0.000337,4.69648276828229,0.000337,4.80705093545839
0.000338,0.118476575240493,0.000338,4.70146841928363,0.000338,4.81202100496739
0.000339,0.11349858995527,0.000339,4.70146841928363,0.000339,4.80705093545839
0.00034,0.118476575240493,0.00034,4.69648276828229,0.00034,4.81202100496739
0.000341,0.118476575240493,0.000341,4.70146841928363,0.000341,4.80705093545839
0.000342,0.108520604670048,0.000342,4.69648276828229,0.000342,4.80208086594939
