Temps,EA04_D,Temps,EA15_D,Temps,EA26_D
8.1E-5,-4.5409176517278,8.1E-5,-0.60326424613595,8.1E-5,-5.14302822155878
8.2E-5,-4.43637996073812,8.2E-5,-0.717934219166636,8.2E-5,-5.15793843008578
8.3E-5,-4.3866001078859,8.3E-5,-0.777762031182647,8.3E-5,-5.16290849959478
8.4E-5,-4.321886299178,8.4E-5,-0.832604192197323,8.4E-5,-5.15296836057678
8.5E-5,-4.26215047575533,8.5E-5,-0.892432004213333,8.5E-5,-5.15296836057678
8.6E-5,-4.19743666704744,8.6E-5,-0.947274165228009,8.6E-5,-5.15296836057678
8.7E-5,-4.13770084362477,8.7E-5,-1.01707327924669,8.7E-5,-5.15296836057678
8.8E-5,-4.06800904963166,8.8E-5,-1.07191544026136,8.8E-5,-5.14302822155878
8.9E-5,-4.00827322620898,8.9E-5,-1.13174325227737,8.9E-5,-5.13805815204978
9E-5,-3.94853740278631,9E-5,-1.18658541329205,9E-5,-5.13308808254078
9.1E-5,-3.88880157936364,9.1E-5,-1.24641322530806,9.1E-5,-5.12811801303178
9.2E-5,-3.83902172651142,9.2E-5,-1.2813127823174,9.2E-5,-5.11817787401378
9.3E-5,-3.76435194723308,9.3E-5,-1.35111189633608,9.3E-5,-5.11320780450478
9.4E-5,-3.69963813852519,9.4E-5,-1.40096840634942,9.4E-5,-5.10823773499578
9.5E-5,-3.64488030038774,9.5E-5,-1.4558105673641,9.5E-5,-5.10326766548678
9.6E-5,-3.59510044753551,9.6E-5,-1.5006814263761,9.6E-5,-5.09829759597778
9.7E-5,-3.53038663882762,9.7E-5,-1.56050923839211,9.7E-5,-5.09332752646878
9.8E-5,-3.50051872711629,9.8E-5,-1.59540879540145,9.8E-5,-5.08835745695978
9.9E-5,-3.42087096255273,9.9E-5,-1.67019356042147,9.9E-5,-5.08835745695978
0.0001,-3.38602506555617,0.0001,-1.6901361644268,0.0001,-5.07344724843279
0.000101,-3.33624521270394,0.000101,-1.74497832544148,0.000101,-5.07841731794178
0.000102,-3.27650938928127,0.000102,-1.80480613745749,0.000102,-5.07841731794178
0.000103,-3.20183961000294,0.000103,-1.87460525147617,0.000103,-5.06847717892379
0.000104,-3.16699371300638,0.000104,-1.89953350648284,0.000104,-5.06847717892379
0.000105,-3.11721386015415,0.000105,-1.94440436549485,0.000105,-5.06350710941479
0.000106,-3.07241199258715,0.000106,-1.98428957350552,0.000106,-5.05853703990579
0.000107,-3.03258811030537,0.000107,-2.02417478151619,0.000107,-5.06350710941479
0.000108,-2.98778624273837,0.000108,-2.0690456405282,0.000108,-5.05356697039679
0.000109,-2.93800638988614,0.000109,-2.11391649954021,0.000109,-5.05356697039679
0.00011,-2.89818250760436,0.00011,-2.15878735855222,0.00011,-5.05356697039679
0.000111,-2.85338064003736,0.000111,-2.19867256656289,0.000111,-5.04859690088779
0.000112,-2.80857877247035,0.000112,-2.23855777457356,0.000112,-5.04362683137879
0.000113,-2.76377690490335,0.000113,-2.27844298258424,0.000113,-5.03368669236079
0.000114,-2.71399705205113,0.000114,-2.31832819059491,0.000114,-5.02871662285179
0.000115,-2.66919518448412,0.000115,-2.35322774760425,0.000115,-5.02374655334279
0.000116,-2.62439331691712,0.000116,-2.39311295561492,0.000116,-5.01877648383379
0.000117,-2.58954741992056,0.000117,-2.42801251262426,0.000117,-5.02374655334279
0.000118,-2.55470152292401,0.000118,-2.4629120696336,0.000118,-5.01877648383379
0.000119,-2.51487764064223,0.000119,-2.49781162664294,0.000119,-5.01380641432479
0.00012,-2.47505375836045,0.00012,-2.54268248565495,0.00012,-5.01877648383379
0.000121,-2.44020786136389,0.000121,-2.57259639166296,0.000121,-5.01380641432479
0.000122,-2.40536196436733,0.000122,-2.59253899566829,0.000122,-4.99392613628879
0.000123,-2.36553808208555,0.000123,-2.64239550568163,0.000123,-5.00386627530679
0.000124,-2.28091233223677,0.000124,-2.71718027070165,0.000124,-4.99392613628879
0.000125,-2.28091233223677,0.000125,-2.71219461970031,0.000125,-4.99889620579779
0.000126,-2.26100039109588,0.000126,-2.73712287470698,0.000126,-4.99889620579779
0.000127,-2.22615449409932,0.000127,-2.76703678071499,0.000127,-4.99392613628879
0.000128,-2.19130859710276,0.000128,-2.79695068672299,0.000128,-4.98895606677979
0.000129,-2.1564627001062,0.000129,-2.826864592731,0.000129,-4.98895606677979
0.00013,-2.12659478839487,0.00013,-2.86176414974034,0.00013,-4.98398599727079
0.000131,-2.09174889139831,0.000131,-2.89666370674968,0.000131,-4.98398599727079
0.000132,-2.06188097968698,0.000132,-2.92159196175635,0.000132,-4.97901592776179
0.000133,-2.02703508269042,0.000133,-2.95150586776435,0.000133,-4.97404585825279
0.000134,-2.00712314154953,0.000134,-2.96646282076836,0.000134,-4.97404585825279
0.000135,-1.97725522983819,0.000135,-2.99637672677636,0.000135,-4.96907578874379
0.000136,-1.93245336227119,0.000136,-3.0312762837857,0.000136,-4.96410571923479
0.000137,-1.9125414211303,0.000137,-3.06119018979371,0.000137,-4.96907578874379
0.000138,-1.87271753884852,0.000138,-3.09608974680305,0.000138,-4.96907578874379
0.000139,-1.85280559770763,0.000139,-3.10606104880571,0.000139,-4.96410571923479
0.00014,-1.82791567128152,0.00014,-3.13597495481372,0.00014,-4.96410571923479
0.000141,-1.79804775957018,0.000141,-3.16588886082172,0.000141,-4.95913564972579
0.000142,-1.76817984785885,0.000142,-3.19580276682973,0.000142,-4.95913564972579
0.000143,-1.74328992143273,0.000143,-3.19081711582839,0.000143,-4.9243451631628
0.000144,-1.70844402443618,0.000144,-3.24565927684307,0.000144,-4.9491955107078
0.000145,-1.65368618629873,0.000145,-3.31047273986042,0.000145,-4.95913564972579
0.000146,-1.63875223044306,0.000146,-3.32542969286442,0.000146,-4.95913564972579
0.000147,-1.63377424515784,0.000147,-3.32044404186308,0.000147,-4.9541655802168
0.000148,-1.61884028930217,0.000148,-3.33540099486709,0.000148,-4.9491955107078
0.000149,-1.59395036287606,0.000149,-3.35534359887242,0.000149,-4.9491955107078
0.00015,-1.56906043644994,0.00015,-3.37030055187643,0.00015,-4.9491955107078
0.000151,-1.54914849530905,0.000151,-3.3952288068831,0.000151,-4.9442254411988
0.000152,-1.52923655416816,0.000152,-3.41517141088843,0.000152,-4.9442254411988
0.000153,-1.50434662774205,0.000153,-3.44508531689644,0.000153,-4.9392553716898
0.000154,-1.46950073074549,0.000154,-3.47499922290444,0.000154,-4.9442254411988
0.000155,-1.45456677488983,0.000155,-3.48497052490711,0.000155,-4.9342853021808
0.000156,-1.43465483374894,0.000156,-3.50491312891245,0.000156,-4.9342853021808
0.000157,-1.40976490732282,0.000157,-3.52485573291779,0.000157,-4.9293152326718
0.000158,-1.38487498089671,0.000158,-3.54978398792446,0.000158,-4.9243451631628
0.000159,-1.36496303975582,0.000159,-3.56474094092846,0.000159,-4.9243451631628
0.00016,-1.34007311332971,0.00016,-3.57969789393246,0.00016,-4.9193750936538
0.000161,-1.32513915747404,0.000161,-3.59465484693646,0.000161,-4.9243451631628
0.000162,-1.31020520161837,0.000162,-3.6145974509418,0.000162,-4.9193750936538
0.000163,-1.28531527519226,0.000163,-3.63454005494714,0.000163,-4.9193750936538
0.000164,-1.27038131933659,0.000164,-3.64949700795114,0.000164,-4.9144050241448
0.000165,-1.2504693781957,0.000165,-3.66445396095514,0.000165,-4.9094349546358
0.000166,-1.23553542234004,0.000166,-3.68439656496048,0.000166,-4.9144050241448
0.000167,-1.18575556948781,0.000167,-3.73425307497382,0.000167,-4.9243451631628
0.000168,-1.19073355477303,0.000168,-3.72428177297115,0.000168,-4.9144050241448
0.000169,-1.17579959891737,0.000169,-3.73923872597516,0.000169,-4.9094349546358
0.00017,-1.1608656430617,0.00017,-3.75419567897916,0.00017,-4.9094349546358
0.000171,-1.14593168720603,0.000171,-3.76416698098183,0.000171,-4.9094349546358
0.000172,-1.12104176077992,0.000172,-3.77912393398583,0.000172,-4.8994948156178
0.000173,-1.10610780492425,0.000173,-3.79906653799117,0.000173,-4.9044648851268
0.000174,-1.0961518343538,0.000174,-3.8190091419965,0.000174,-4.9094349546358
0.000175,-1.08121787849814,0.000175,-3.82898044399917,0.000175,-4.9094349546358
0.000176,-1.07126190792769,0.000176,-3.83895174600184,0.000176,-4.8994948156178
0.000177,-1.04637198150158,0.000177,-3.86388000100851,0.000177,-4.9094349546358
0.000178,-1.03641601093113,0.000178,-3.87385130301118,0.000178,-4.9044648851268
0.000179,-1.01650406979024,0.000179,-3.88880825601518,0.000179,-4.9044648851268
0.00018,-1.01650406979024,0.00018,-3.87883695401251,0.00018,-4.8994948156178
0.000181,-0.986636158078909,0.000181,-3.90376520901918,0.000181,-4.8945247461088
0.000182,-0.971702202223241,0.000182,-3.91872216202319,0.000182,-4.8945247461088
0.000183,-0.961746231652796,0.000183,-3.93367911502719,0.000183,-4.8994948156178
0.000184,-0.941834290511906,0.000184,-3.95362171903253,0.000184,-4.8994948156178
0.000185,-0.926900334656239,0.000185,-3.97356432303786,0.000185,-4.8994948156178
0.000186,-0.906988393515348,0.000186,-3.98353562504053,0.000186,-4.8845846070908
0.000187,-0.906988393515348,0.000187,-3.98852127604187,0.000187,-4.8895546765998
0.000188,-0.842274584807455,0.000188,-4.06330604106188,0.000188,-4.9044648851268
0.000189,-0.872142496518791,0.000189,-4.0234208330512,0.000189,-4.8945247461088
0.00019,-0.867164511233568,0.00019,-4.0234208330512,0.00019,-4.8895546765998
0.000191,-0.852230555377901,0.000191,-4.03339213505387,0.000191,-4.8845846070908
0.000192,-0.83231861423701,0.000192,-4.04834908805788,0.000192,-4.8845846070908
0.000193,-0.827340628951788,0.000193,-4.05333473905921,0.000193,-4.8845846070908
0.000194,-0.822362643666565,0.000194,-4.05832039006054,0.000194,-4.8845846070908
0.000195,-0.802450702525675,0.000195,-4.07826299406588,0.000195,-4.8796145375818
0.000196,-0.787516746670008,0.000196,-4.09321994706988,0.000196,-4.8796145375818
0.000197,-0.777560776099563,0.000197,-4.10319124907255,0.000197,-4.8796145375818
0.000198,-0.77258279081434,0.000198,-4.11316255107522,0.000198,-4.8796145375818
0.000199,-0.757648834958673,0.000199,-4.12313385307789,0.000199,-4.8746444680728
0.0002,-0.742714879103005,0.0002,-4.13310515508056,0.0002,-4.8746444680728
0.000201,-0.737736893817782,0.000201,-4.14806210808456,0.000201,-4.8746444680728
0.000202,-0.722802937962115,0.000202,-4.15304775908589,0.000202,-4.8746444680728
0.000203,-0.71284696739167,0.000203,-4.15803341008723,0.000203,-4.8746444680728
0.000204,-0.702890996821225,0.000204,-4.1680047120899,0.000204,-4.8696743985638
0.000205,-0.69293502625078,0.000205,-4.17797601409256,0.000205,-4.8746444680728
0.000206,-0.682979055680335,0.000206,-4.18794731609523,0.000206,-4.8696743985638
0.000207,-0.638177188113332,0.000207,-4.2128755711019,0.000207,-4.8448240510188
0.000208,-0.658089129254222,0.000208,-4.21786122210324,0.000208,-4.8696743985638
0.000209,-0.618265246972442,0.000209,-4.27768903411925,0.000209,-4.8945247461088
0.00021,-0.623243232257664,0.00021,-4.26273208111525,0.00021,-4.8845846070908
0.000211,-0.633199202828109,0.000211,-4.24278947710991,0.000211,-4.8647043290548
0.000212,-0.623243232257664,0.000212,-4.23780382610857,0.000212,-4.8597342595458
0.000213,-0.613287261687219,0.000213,-4.24777512811124,0.000213,-4.8647043290548
0.000214,-0.603331291116774,0.000214,-4.26273208111525,0.000214,-4.8696743985638
0.000215,-0.603331291116774,0.000215,-4.25774643011391,0.000215,-4.8597342595458
0.000216,-0.593375320546329,0.000216,-4.26771773211658,0.000216,-4.8597342595458
0.000217,-0.578441364690661,0.000217,-4.28267468512058,0.000217,-4.8597342595458
0.000218,-0.573463379405439,0.000218,-4.28766033612192,0.000218,-4.8597342595458
0.000219,-0.563507408834994,0.000219,-4.29763163812458,0.000219,-4.8547641900368
0.00022,-0.548573452979326,0.00022,-4.32754554413259,0.00022,-4.8746444680728
0.000221,-0.553551438264549,0.000221,-4.31757424212992,0.000221,-4.8696743985638
0.000222,-0.543595467694104,0.000222,-4.31258859112859,0.000222,-4.8597342595458
0.000223,-0.538617482408881,0.000223,-4.32754554413259,0.000223,-4.8597342595458
0.000224,-0.523683526553214,0.000224,-4.33751684613526,0.000224,-4.8597342595458
0.000225,-0.523683526553214,0.000225,-4.33751684613526,0.000225,-4.8597342595458
0.000226,-0.523683526553214,0.000226,-4.33253119513392,0.000226,-4.8597342595458
0.000227,-0.518705541267991,0.000227,-4.34748814813793,0.000227,-4.8647043290548
0.000228,-0.508749570697546,0.000228,-4.3574594501406,0.000228,-4.8647043290548
0.000229,-0.493815614841878,0.000229,-4.36743075214326,0.000229,-4.8547641900368
0.00023,-0.493815614841878,0.00023,-4.36743075214326,0.00023,-4.8597342595458
0.000231,-0.463947703130543,0.000231,-4.40731596015394,0.000231,-4.8647043290548
0.000232,-0.463947703130543,0.000232,-4.40731596015394,0.000232,-4.8647043290548
0.000233,-0.453991732560098,0.000233,-4.40731596015394,0.000233,-4.8597342595458
0.000234,-0.463947703130543,0.000234,-4.3873733561486,0.000234,-4.8547641900368
0.000235,-0.458969717845321,0.000235,-4.4023303091526,0.000235,-4.8497941205278
0.000236,-0.458969717845321,0.000236,-4.4023303091526,0.000236,-4.8647043290548
0.000237,-0.453991732560098,0.000237,-4.4023303091526,0.000237,-4.8547641900368
0.000238,-0.449013747274876,0.000238,-4.41728726215661,0.000238,-4.8597342595458
0.000239,-0.434079791419208,0.000239,-4.42725856415927,0.000239,-4.8597342595458
0.00024,-0.434079791419208,0.00024,-4.42725856415927,0.00024,-4.8547641900368
0.000241,-0.429101806133986,0.000241,-4.43224421516061,0.000241,-4.8547641900368
0.000242,-0.41914583556354,0.000242,-4.44221551716328,0.000242,-4.8547641900368
0.000243,-0.414167850278318,0.000243,-4.44720116816461,0.000243,-4.8497941205278
0.000244,-0.404211879707873,0.000244,-4.44720116816461,0.000244,-4.8448240510188
0.000245,-0.41914583556354,0.000245,-4.43722986616194,0.000245,-4.8448240510188
0.000246,-0.39923389442265,0.000246,-4.45717247016728,0.000246,-4.8547641900368
0.000247,-0.394255909137428,0.000247,-4.45717247016728,0.000247,-4.8547641900368
0.000248,-0.394255909137428,0.000248,-4.45717247016728,0.000248,-4.8547641900368
0.000249,-0.384299938566983,0.000249,-4.47212942317128,0.000249,-4.8497941205278
0.00025,-0.349454041570425,0.00025,-4.49705767817795,0.00025,-4.8497941205278
0.000251,-0.364387997426093,0.000251,-4.49207202717662,0.000251,-4.8547641900368
0.000252,-0.329542100429535,0.000252,-4.53195723518729,0.000252,-4.8696743985638
0.000253,-0.35941001214087,0.000253,-4.49705767817795,0.000253,-4.8497941205278
0.000254,-0.35941001214087,0.000254,-4.49207202717662,0.000254,-4.8398539815098
0.000255,-0.349454041570425,0.000255,-4.49705767817795,0.000255,-4.8448240510188
0.000256,-0.33949807099998,0.000256,-4.50204332917929,0.000256,-4.8398539815098
0.000257,-0.344476056285202,0.000257,-4.50204332917929,0.000257,-4.8448240510188
0.000258,-0.33949807099998,0.000258,-4.50204332917929,0.000258,-4.8398539815098
0.000259,-0.334520085714757,0.000259,-4.50702898018062,0.000259,-4.8448240510188
0.00026,-0.324564115144312,0.00026,-4.51700028218329,0.00026,-4.8398539815098
0.000261,-0.31958612985909,0.000261,-4.52697158418596,0.000261,-4.8398539815098
0.000262,-0.31958612985909,0.000262,-4.52198593318462,0.000262,-4.8398539815098
0.000263,-0.31958612985909,0.000263,-4.52697158418596,0.000263,-4.8448240510188
0.000264,-0.314608144573867,0.000264,-4.53195723518729,0.000264,-4.8448240510188
0.000265,-0.309630159288645,0.000265,-4.53694288618863,0.000265,-4.8398539815098
0.000266,-0.304652174003422,0.000266,-4.54192853718996,0.000266,-4.8398539815098
0.000267,-0.2996741887182,0.000267,-4.54192853718996,0.000267,-4.8398539815098
0.000268,-0.304652174003422,0.000268,-4.54192853718996,0.000268,-4.8497941205278
0.000269,-0.2996741887182,0.000269,-4.54192853718996,0.000269,-4.8448240510188
0.00027,-0.304652174003422,0.00027,-4.54691418819129,0.00027,-4.8497941205278
0.000271,-0.234960380010307,0.000271,-4.60175634920597,0.000271,-4.8398539815098
0.000272,-0.274784262292087,0.000272,-4.5768280941993,0.000272,-4.8448240510188
0.000273,-0.259850306436419,0.000273,-4.59677069820464,0.000273,-4.8547641900368
0.000274,-0.274784262292087,0.000274,-4.58181374520063,0.000274,-4.8547641900368
0.000275,-0.274784262292087,0.000275,-4.56685679219663,0.000275,-4.8398539815098
0.000276,-0.264828291721642,0.000276,-4.57184244319797,0.000276,-4.82991384249181
0.000277,-0.264828291721642,0.000277,-4.57184244319797,0.000277,-4.83488391200081
0.000278,-0.259850306436419,0.000278,-4.5768280941993,0.000278,-4.83488391200081
0.000279,-0.259850306436419,0.000279,-4.5768280941993,0.000279,-4.83488391200081
0.00028,-0.259850306436419,0.00028,-4.5768280941993,0.00028,-4.8398539815098
0.000281,-0.254872321151197,0.000281,-4.58181374520063,0.000281,-4.8398539815098
0.000282,-0.249894335865974,0.000282,-4.58679939620197,0.000282,-4.8398539815098
0.000283,-0.264828291721642,0.000283,-4.5768280941993,0.000283,-4.82991384249181
0.000284,-0.249894335865974,0.000284,-4.5917850472033,0.000284,-4.83488391200081
0.000285,-0.244916350580752,0.000285,-4.59677069820464,0.000285,-4.8398539815098
0.000286,-0.239938365295529,0.000286,-4.59677069820464,0.000286,-4.83488391200081
0.000287,-0.234960380010307,0.000287,-4.60175634920597,0.000287,-4.83488391200081
0.000288,-0.239938365295529,0.000288,-4.60175634920597,0.000288,-4.83488391200081
0.000289,-0.239938365295529,0.000289,-4.59677069820464,0.000289,-4.83488391200081
0.00029,-0.225004409439862,0.00029,-4.60175634920597,0.00029,-4.82991384249181
0.000291,-0.234960380010307,0.000291,-4.60175634920597,0.000291,-4.83488391200081
0.000292,-0.225004409439862,0.000292,-4.62169895321131,0.000292,-4.8448240510188
0.000293,-0.205092468298972,0.000293,-4.63665590621531,0.000293,-4.8398539815098
0.000294,-0.215048438869417,0.000294,-4.62169895321131,0.000294,-4.83488391200081
0.000295,-0.229982394725084,0.000295,-4.61671330220997,0.000295,-4.8497941205278
0.000296,-0.215048438869417,0.000296,-4.62169895321131,0.000296,-4.82991384249181
0.000297,-0.210070453584194,0.000297,-4.62668460421264,0.000297,-4.82991384249181
0.000298,-0.205092468298972,0.000298,-4.62668460421264,0.000298,-4.82991384249181
0.000299,-0.205092468298972,0.000299,-4.62668460421264,0.000299,-4.82991384249181
0.0003,-0.200114483013749,0.0003,-4.62668460421264,0.0003,-4.82494377298281
0.000301,-0.200114483013749,0.000301,-4.62169895321131,0.000301,-4.82494377298281
0.000302,-0.200114483013749,0.000302,-4.63167025521398,0.000302,-4.83488391200081
0.000303,-0.205092468298972,0.000303,-4.63167025521398,0.000303,-4.83488391200081
0.000304,-0.195136497728527,0.000304,-4.64662720821798,0.000304,-4.83488391200081
0.000305,-0.195136497728527,0.000305,-4.64164155721664,0.000305,-4.83488391200081
0.000306,-0.195136497728527,0.000306,-4.64164155721664,0.000306,-4.82991384249181
0.000307,-0.195136497728527,0.000307,-4.64662720821798,0.000307,-4.83488391200081
0.000308,-0.190158512443304,0.000308,-4.64662720821798,0.000308,-4.83488391200081
0.000309,-0.180202541872859,0.000309,-4.65161285921931,0.000309,-4.82991384249181
0.00031,-0.180202541872859,0.00031,-4.65161285921931,0.00031,-4.82991384249181
0.000311,-0.180202541872859,0.000311,-4.65161285921931,0.000311,-4.82494377298281
0.000312,-0.185180527158082,0.000312,-4.64662720821798,0.000312,-4.82991384249181
0.000313,-0.185180527158082,0.000313,-4.64164155721664,0.000313,-4.82991384249181
0.000314,-0.150334630161524,0.000314,-4.68651241622865,0.000314,-4.8448240510188
0.000315,-0.175224556587636,0.000315,-4.66158416122198,0.000315,-4.83488391200081
0.000316,-0.180202541872859,0.000316,-4.68152676522732,0.000316,-4.8597342595458
0.000317,-0.185180527158082,0.000317,-4.65161285921931,0.000317,-4.83488391200081
0.000318,-0.175224556587636,0.000318,-4.66158416122198,0.000318,-4.82991384249181
0.000319,-0.170246571302414,0.000319,-4.65659851022065,0.000319,-4.82991384249181
0.00032,-0.160290600731969,0.00032,-4.66656981222332,0.00032,-4.82494377298281
0.000321,-0.160290600731969,0.000321,-4.66656981222332,0.000321,-4.82991384249181
