147.2,  241.3,  321.7,  438.6,  526.0,  628.9,  731.6,  820.4,  934.0,  1018
0.0001, 0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001  
0.144,  0.237,  0.31,   0.434,  0.521,  0.624,  0.727,  0.815,  0.928,  1.014
0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001,  0.001   
