0.0,    10.0,   20.0,   30.0,   40.0,   50.0,   60.0,   70.0,   80.0
0.0,    10.0,   20.0,   30.0,   40.0,   50.0,   60.0,   70.0,   80.0 
1.0,    1.0,    1.0,    1.0,    1.0,    1.0,    1.0,    1.0,    3.0
0.0,    6.0,    13.0,   19.0,   25.0,   30.0,   35.0,   38.0,   40.0
1.0,    1.0,    1.0,    1.0,    1.0,    1.0,    1.0,    2.0,    3.0
